concept_id,code,source,datatype,amrs_id,amrs_datatype
152526,152526,CIEL,N/A,10765,N/A
153608,1440,AMPATH,N/A,1440,N/A
157498,157498,CIEL,N/A,10830,N/A
158358,158358,CIEL,N/A,1789,N/A
158843,158843,CIEL,N/A,150,N/A
159098,159098,CIEL,Coded,10785,Coded
159314,278287000,SNOMED CT,N/A,10072,N/A
159368,159368,CIEL,Numeric,10893,Numeric
159382,159382,CIEL,Coded,8360,N/A
159392,159392,CIEL,N/A,6137,N/A
159395,159395,CIEL,Text,7222,Text
159405,159405,CIEL,N/A,6343,N/A
159406,159406,CIEL,N/A,6655,N/A
159407,159407,CIEL,N/A,6344,N/A
159423,159423,CIEL,Coded,10726,Coded
159427,159427,CIEL,Coded,1357,Coded
159464,1969,AMPATH,N/A,1969,N/A
159465,159465,CIEL,N/A,8589,N/A
159492,159492,CIEL,N/A,1594,N/A
159495,159495,CIEL,Text,10650,Text
159524,159524,CIEL,N/A,6219,N/A
159598,1434,AMPATH,N/A,1434,N/A
159599,1499,AMPATH,Date,1499,Date
159615,159615,CIEL,Coded,10987,Coded
159616,159616,CIEL,Numeric,6225,Numeric
159662,159662,CIEL,N/A,6437,N/A
159673,159673,CIEL,N/A,6407,N/A
159675,159675,CIEL,N/A,6403,N/A
159707,159707,CIEL,Coded,6297,Coded
159715,159715,CIEL,N/A,6290,N/A
159734,159734,CIEL,Coded,10903,Coded
159772,159772,CIEL,N/A,6269,N/A
159777,159777,CIEL,Coded,6287,Coded
159783,159783,CIEL,N/A,6218,N/A
159785,159785,CIEL,N/A,6216,N/A
159786,159786,CIEL,Coded,6206,Coded
159787,159787,CIEL,Date,6207,Date
159791,159791,CIEL,N/A,6202,N/A
159799,159799,CIEL,N/A,6171,N/A
159811,159811,CIEL,Coded,6152,Coded
159833,159833,CIEL,N/A,6103,N/A
159836,159836,CIEL,N/A,6102,N/A
159871,159871,CIEL,Coded,2239,Coded
159873,159873,CIEL,N/A,2237,N/A
159875,159875,CIEL,N/A,2235,N/A
159876,159876,CIEL,N/A,2234,N/A
159878,159878,CIEL,N/A,2232,N/A
159891,159891,CIEL,Coded,2183,Coded
159917,159917,CIEL,Coded,6224,Coded
159935,159935,CIEL,Coded,2031,Coded
159936,159936,CIEL,Coded,2051,Coded
159937,159937,CIEL,N/A,2050,N/A
159939,159939,CIEL,Coded,2048,Coded
159940,159940,CIEL,N/A,2047,Coded
159941,159941,CIEL,Coded,8584,Coded
159948,159948,CIEL,Date,9728,Date
159951,159951,CIEL,Datetime,10253,Date
159958,159958,CIEL,Coded,10755,Coded
159960,159960,CIEL,N/A,10750,N/A
159961,159961,CIEL,Coded,9044,Coded
159964,159964,CIEL,Datetime,10752,Datetime
159981,159981,CIEL,N/A,10753,N/A
159982,159982,CIEL,Coded,10742,Coded
159985,159985,CIEL,N/A,9047,N/A
160016,160016,CIEL,N/A,8308,N/A
160022,160022,CIEL,N/A,9045,N/A
160028,160028,CIEL,N/A,1478,N/A
160034,160034,CIEL,N/A,1593,N/A
160040,160040,CIEL,Coded,2225,Coded
160080,160080,CIEL,Numeric,10708,Numeric
160082,160082,CIEL,Date,10899,Date
160104,160104,CIEL,N/A,9052,N/A
160123,160123,CIEL,N/A,11030,N/A
160124,160124,CIEL,N/A,9053,N/A
160208,160208,CIEL,N/A,10675,N/A
160246,160246,CIEL,Coded,10835,Coded
160288,160288,CIEL,Coded,1835,Coded
160429,160429,CIEL,Boolean,8701,Coded
160430,160430,CIEL,Text,10727,Text
160433,160433,CIEL,Coded,9082,Coded
160479,160479,CIEL,N/A,6881,N/A
160521,160521,CIEL,N/A,10728,N/A
160523,160523,CIEL,N/A,2345,N/A
160533,160533,CIEL,Boolean,1633,Boolean
160534,160534,CIEL,Date,10747,Date
160535,160535,CIEL,Text,10748,Text
160536,160536,CIEL,N/A,8349,N/A
160537,160537,CIEL,N/A,8350,N/A
160538,160538,CIEL,N/A,1776,N/A
160539,160539,CIEL,N/A,10740,N/A
160540,160540,CIEL,Coded,6749,Coded
160541,160541,CIEL,N/A,10649,N/A
160542,160542,CIEL,N/A,1965,N/A
160544,160544,CIEL,N/A,10874,N/A
160546,160546,CIEL,N/A,1964,N/A
160551,160551,CIEL,N/A,10648,N/A
160553,160553,CIEL,Coded,10841,Coded
160554,160554,CIEL,Date,9203,Date
160555,160555,CIEL,Date,7013,Date
160557,160557,CIEL,Boolean,10681,Boolean
160563,160563,CIEL,Coded,10793,Coded
160566,160566,CIEL,Boolean,8296,N/A
160569,160569,CIEL,Boolean,8297,N/A
160570,160570,CIEL,N/A,6725,N/A
160572,160572,CIEL,N/A,8299,N/A
160573,160573,CIEL,N/A,7062,N/A
160575,160575,CIEL,Coded,6687,Coded
160578,160578,CIEL,N/A,9785,N/A
160579,160579,CIEL,Coded,1832,N/A
160580,160580,CIEL,Coded,8290,N/A
160581,160581,CIEL,Coded,6578,Coded
160582,160582,CIEL,Coded,1668,Coded
160583,160583,CIEL,N/A,7064,N/A
160584,160584,CIEL,N/A,6100,N/A
160585,160585,CIEL,N/A,1548,N/A
160586,160586,CIEL,N/A,1647,N/A
160587,160587,CIEL,N/A,1648,N/A
160588,160588,CIEL,N/A,7065,N/A
160589,160589,CIEL,N/A,1666,N/A
160593,160593,CIEL,N/A,7074,N/A
160596,160596,CIEL,Coded,2061,Coded
160602,160602,CIEL,Date,10876,Date
160617,160617,CIEL,Numeric,6909,Numeric
160631,160631,CIEL,N/A,10739,N/A
160632,160632,CIEL,Text,1915,Text
160638,160638,CIEL,Text,10653,Text
160639,160639,CIEL,N/A,1410,N/A
160640,160640,CIEL,Coded,10741,Coded
160641,160641,CIEL,Text,10872,Text
160642,160642,CIEL,Text,10873,Text
160643,160643,CIEL,Coded,7007,Coded
160644,160644,CIEL,Text,11028,Text
160647,160647,CIEL,N/A,6795,N/A
160648,160648,CIEL,N/A,10844,N/A
160649,160649,CIEL,Date,10651,Date
160652,160652,CIEL,N/A,10709,N/A
160653,160653,CIEL,Coded,8355,Coded
160658,160658,CIEL,Coded,11082,Coded
160737,160737,CIEL,N/A,6621,N/A
160738,160738,CIEL,Date,10855,Date
160739,160739,CIEL,Date,1677,Date
160740,160740,CIEL,N/A,10853,N/A
160741,160741,CIEL,N/A,1281,N/A
160750,160750,CIEL,Text,7069,Text
160753,160753,CIEL,Date,10706,Date
160754,160754,CIEL,N/A,10702,N/A
160757,160757,CIEL,N/A,10875,N/A
160758,160758,CIEL,N/A,10705,N/A
160759,160759,CIEL,Coded,11029,Coded
160855,160855,CIEL,Coded,1896,Coded
160858,160858,CIEL,N/A,1888,N/A
160862,160862,CIEL,N/A,1891,N/A
160863,160863,CIEL,N/A,10890,N/A
160864,160864,CIEL,N/A,10891,N/A
160865,160865,CIEL,N/A,10892,N/A
160866,160866,CIEL,N/A,1889,N/A
160870,160870,CIEL,N/A,1890,N/A
161033,161033,CIEL,Coded,6224,Coded
161356,161356,CIEL,Coded,9043,Coded
161357,161357,CIEL,N/A,10743,N/A
161358,161358,CIEL,N/A,6750,N/A
161360,161360,CIEL,N/A,1932,N/A
161361,161361,CIEL,N/A,10795,N/A
161363,161363,CIEL,N/A,6965,N/A
161364,161364,CIEL,N/A,1400,N/A
161438,161438,CIEL,Numeric,10905,Numeric
161440,161440,CIEL,Coded,9307,Coded
161442,161442,CIEL,Coded,7276,Coded
161446,161446,CIEL,N/A,302,N/A
161551,161551,CIEL,Text,7060,Text
161555,161555,CIEL,Coded,1596,Coded
161557,161557,CIEL,Coded,2312,Coded
161558,161558,CIEL,Coded,9611,Coded
161559,161559,CIEL,N/A,11026,N/A
161561,161561,CIEL,Date,10737,Date
161564,161564,CIEL,Text,9054,Text
161601,161601,CIEL,Coded,8565,Coded
161628,161628,CIEL,N/A,9041,N/A
161630,161630,CIEL,Coded,10967,Coded
161642,161642,CIEL,N/A,9025,N/A
161643,161643,CIEL,Coded,1412,Coded
161651,161651,CIEL,Coded,1368,Boolean
161652,161652,CIEL,Coded,10831,Coded
161879,161879,CIEL,N/A,2032,N/A
161881,161881,CIEL,N/A,8581,N/A
161888,161888,CIEL,N/A,11088,N/A
162050,162050,CIEL,N/A,2240,N/A
162053,162053,CIEL,Numeric,9775,Text
162055,162055,CIEL,Coded,10970,Coded
162056,162056,CIEL,Coded,8538,N/A
162057,162057,CIEL,Coded,8539,N/A
162058,162058,CIEL,Coded,8540,N/A
162059,162059,CIEL,Coded,8541,N/A
162060,162060,CIEL,Coded,8544,N/A
162061,162061,CIEL,Coded,8542,N/A
162062,162062,CIEL,Coded,8543,N/A
162064,162064,CIEL,Coded,8528,Coded
162065,162065,CIEL,N/A,8527,N/A
162066,162066,CIEL,Coded,8532,Coded
162069,162069,CIEL,Coded,8537,Coded
162077,162077,CIEL,Coded,10426,Coded
162081,162081,CIEL,N/A,10200,N/A
162082,162082,CIEL,N/A,10972,N/A
162084,162084,CIEL,Coded,10417,Coded
162085,162085,CIEL,N/A,6170,N/A
162095,162095,CIEL,Boolean,6746,Coded
162096,162096,CIEL,Coded,10918,Coded
162140,162140,CIEL,Datetime,10070,Date
162170,162170,CIEL,N/A,11027,N/A
162199,162199,CIEL,N/A,9050,N/A
162200,162200,CIEL,N/A,9051,N/A
162201,162201,CIEL,N/A,9055,N/A
162202,162202,CIEL,Coded,10761,Coded
162204,162204,CIEL,N/A,10763,N/A
162221,162221,CIEL,N/A,7246,N/A
162224,162224,CIEL,N/A,10843,N/A
162225,162225,CIEL,Coded,9207,Coded
162226,162226,CIEL,N/A,9042,N/A
162227,162227,CIEL,Date,9206,Date
162229,162229,CIEL,Coded,10832,Coded
162230,162230,CIEL,Coded,11086,Coded
162240,162240,CIEL,Coded,10852,Coded
162275,162275,CIEL,Coded,7502,Coded
162309,162309,CIEL,Coded,10677,Coded
162311,162311,CIEL,Coded,8601,Coded
162332,162332,CIEL,N/A,10956,N/A
162549,162549,CIEL,Date,9605,Date
162561,162561,CIEL,N/A,10798,N/A
162563,162563,CIEL,N/A,10801,N/A
162565,162565,CIEL,N/A,10797,N/A
162626,162626,CIEL,N/A,10660,N/A
162695,162695,CIEL,Coded,10837,Coded
162724,162724,CIEL,Text,6748,Text
162737,162737,CIEL,Coded,1119,Coded
162747,162747,CIEL,Coded,10239,Coded
162760,162760,CIEL,Coded,6968,Coded
162877,162877,CIEL,Coded,10707,Coded
163089,163089,CIEL,Coded,10836,Coded
163104,163104,CIEL,Text,7222,Text
163164,163164,CIEL,Coded,10839,Coded
163201,163201,CIEL,Coded,10729,Coded
163300,163300,CIEL,Coded,10805,Coded
163302,163302,CIEL,Coded,9471,Coded
163303,163303,CIEL,N/A,9472,N/A
163414,163414,CIEL,Coded,10676,Coded
163565,163565,CIEL,N/A,10479,N/A
163611,163611,CIEL,N/A,10766,N/A
163752,163752,CIEL,Coded,2028,Coded
163766,163766,CIEL,Coded,10087,Coded
163794,163794,CIEL,N/A,6656,N/A
164073,164073,CIEL,Date,10783,Date
164074,164074,CIEL,Date,10784,Date
164075,164075,CIEL,Coded,10788,Coded
164144,164144,CIEL,Coded,10647,Coded
164360,164360,CIEL,Coded,10840,Coded
164500,164500,CIEL,Coded,2021,Coded
164505,164505,CIEL,N/A,6964,N/A
164511,164511,CIEL,N/A,10799,N/A
164512,164512,CIEL,N/A,10800,N/A
164855,164855,CIEL,Coded,10804,Coded
164886,164886,CIEL,Coded,10838,Coded
