concept_id,code,source,datatype,source_code
77696,1243,AMPATH,N/A,1243AMPATH
75802,126072007,"SNOMED NP",N/A,"126072007SNOMED NP"
80786,126102009,"SNOMED CT",N/A,"126102009SNOMED CT"
78796,126109000,"SNOMED NP",N/A,"126109000SNOMED NP"
907,126112002,"SNOMED CT",N/A,"126112002SNOMED CT"
73312,126151007,"SNOMED CT",N/A,"126151007SNOMED CT"
82084,126153005,"SNOMED CT",N/A,"126153005SNOMED CT"
78809,126202002,"SNOMED NP",N/A,"126202002SNOMED NP"
161900,126261006,"SNOMED CT",N/A,"126261006SNOMED CT"
76494,12657005,"SNOMED CT",N/A,"12657005SNOMED CT"
71061,1269009,"SNOMED CT",N/A,"1269009SNOMED CT"
5261,127787002,"SNOMED CT",N/A,"127787002SNOMED CT"
81703,129477009,"SNOMED CT",N/A,"129477009SNOMED CT"
162484,129483007,"SNOMED NP",N/A,"129483007SNOMED NP"
78349,129,"HL-7 CVX",N/A,"129HL-7 CVX"
71162,133008,RxNORM,N/A,133008RxNORM
71867,1331,RxNORM,N/A,1331RxNORM
71902,1344,RxNORM,N/A,1344RxNORM
794,134573001,"SNOMED CT",N/A,"134573001SNOMED CT"
71917,1348,RxNORM,N/A,1348RxNORM
77785,13502005,"SNOMED NP",N/A,"13502005SNOMED NP"
82900,13592004,"SNOMED CT",N/A,"13592004SNOMED CT"
74936,13664004,"SNOMED CT",N/A,"13664004SNOMED CT"
71917,1389007,"SNOMED CT",N/A,"1389007SNOMED CT"
84239,13929005,"SNOMED CT",N/A,"13929005SNOMED CT"
86052,13965000,"SNOMED CT",N/A,"13965000SNOMED CT"
72794,1411,PIH,N/A,1411PIH
73581,1412,PIH,N/A,1412PIH
74123,1413,PIH,N/A,1413PIH
75976,1414,PIH,N/A,1414PIH
72794,14170004,"SNOMED CT",N/A,"14170004SNOMED CT"
81022,1418,PIH,N/A,1418PIH
72063,1418,RxNORM,N/A,1418RxNORM
72248,142146,RxNORM,N/A,142146RxNORM
70461,142153,RxNORM,N/A,142153RxNORM
71071,142424,RxNORM,N/A,142424RxNORM
73284,142428,RxNORM,N/A,142428RxNORM
73591,142431,RxNORM,N/A,142431RxNORM
75217,142433,RxNORM,N/A,142433RxNORM
75949,142435,RxNORM,N/A,142435RxNORM
76942,142438,RxNORM,N/A,142438RxNORM
78850,142440,RxNORM,N/A,142440RxNORM
79856,142441,RxNORM,N/A,142441RxNORM
84894,142446,RxNORM,N/A,142446RxNORM
86177,14340003,"SNOMED NP",N/A,"14340003SNOMED NP"
72621,1434005,"SNOMED CT",N/A,"1434005SNOMED CT"
1447,1447,CIEL,N/A,1447CIEL
77423,14745005,"SNOMED NP",N/A,"14745005SNOMED NP"
792,1502,PIH,N/A,1502PIH
1131,1510,PIH,N/A,1510PIH
768,1512,PIH,N/A,1512PIH
76624,15226,RxNORM,N/A,15226RxNORM
71682,153971,RxNORM,N/A,153971RxNORM
77785,153972,RxNORM,N/A,153972RxNORM
154378,154378,CIEL,N/A,154378CIEL
83533,154394,RxNORM,N/A,154394RxNORM
74095,155017,RxNORM,N/A,155017RxNORM
75121,15580002,"SNOMED CT",N/A,"15580002SNOMED CT"
72265,15660006,"SNOMED CT",N/A,"15660006SNOMED CT"
159810,159810,CIEL,N/A,159810CIEL
159851,159851,CIEL,N/A,159851CIEL
78032,15,"HL-7 CVX",N/A,"15HL-7 CVX"
1652,1610,PIH,Boolean,1610PIH
161182,161182,CIEL,N/A,161182CIEL
159851,1614,PIH,N/A,1614PIH
161900,161900,CIEL,N/A,161900CIEL
161925,161925,CIEL,N/A,161925CIEL
161926,161926,CIEL,N/A,161926CIEL
161939,161939,CIEL,N/A,161939CIEL
70116,161,RxNORM,N/A,161RxNORM
162139,162139,CIEL,N/A,162139CIEL
72265,1621,RxNORM,N/A,1621RxNORM
162481,162481,CIEL,N/A,162481CIEL
162484,162484,CIEL,N/A,162484CIEL
162485,162485,CIEL,N/A,162485CIEL
162486,162486,CIEL,N/A,162486CIEL
162487,162487,CIEL,N/A,162487CIEL
162488,162488,CIEL,N/A,162488CIEL
162489,162489,CIEL,N/A,162489CIEL
162490,162490,CIEL,N/A,162490CIEL
75178,16257000,"SNOMED CT",N/A,"16257000SNOMED CT"
84894,16355005,"SNOMED NP",N/A,"16355005SNOMED NP"
73629,16492006,"SNOMED CT",N/A,"16492006SNOMED CT"
1652,1652,CIEL,Boolean,1652CIEL
76494,165516,RxNORM,N/A,165516RxNORM
70125,167,RxNORM,N/A,167RxNORM
81741,16826009,"SNOMED NP",N/A,"16826009SNOMED NP"
85950,16858004,"SNOMED CT",N/A,"16858004SNOMED CT"
70129,168,RxNORM,N/A,168RxNORM
78952,16977003,"SNOMED CT",N/A,"16977003SNOMED CT"
78796,1718,PIH,N/A,1718PIH
74250,17308007,"SNOMED CT",N/A,"17308007SNOMED CT"
162487,17990002,"SNOMED CT",N/A,"17990002SNOMED CT"
5261,17,"HL-7 CVX",N/A,"17HL-7 CVX"
71560,18343,RxNORM,N/A,18343RxNORM
71561,18346,RxNORM,N/A,18346RxNORM
71780,18631,RxNORM,N/A,18631RxNORM
71602,18811003,"SNOMED CT",N/A,"18811003SNOMED CT"
81834,1887004,"SNOMED CT",N/A,"1887004SNOMED CT"
72650,1895,RxNORM,N/A,1895RxNORM
72055,18994,RxNORM,N/A,18994RxNORM
72671,1903,RxNORM,N/A,1903RxNORM
72075,19044,RxNORM,N/A,19044RxNORM
72678,1908,RxNORM,N/A,1908RxNORM
190,190,AMPATH,N/A,190AMPATH
190,190,CIEL,N/A,190CIEL
190,190,PIH,N/A,190PIH
74807,19194001,"SNOMED CT",N/A,"19194001SNOMED CT"
907,191,AMPATH,N/A,191AMPATH
79054,19225000,"SNOMED CT",N/A,"19225000SNOMED CT"
82913,19315007,"SNOMED CT",N/A,"19315007SNOMED CT"
75523,195085,RxNORM,N/A,195085RxNORM
83920,19630009,"SNOMED CT",N/A,"19630009SNOMED CT"
450,19711,RxNORM,N/A,19711RxNORM
72484,19831,RxNORM,N/A,19831RxNORM
71902,19,"HL-7 CVX",N/A,"19HL-7 CVX"
72822,2002,RxNORM,N/A,2002RxNORM
72610,20033,RxNORM,N/A,20033RxNORM
86262,20303001,"SNOMED CT",N/A,"20303001SNOMED CT"
71371,203083,RxNORM,N/A,203083RxNORM
71119,203114,RxNORM,N/A,203114RxNORM
71191,203115,RxNORM,N/A,203115RxNORM
73019,203117,RxNORM,N/A,203117RxNORM
73303,203119,RxNORM,N/A,203119RxNORM
75226,203122,RxNORM,N/A,203122RxNORM
75634,203123,RxNORM,N/A,203123RxNORM
79854,203128,RxNORM,N/A,203128RxNORM
81726,203133,RxNORM,N/A,203133RxNORM
83077,203136,RxNORM,N/A,203136RxNORM
86177,203138,RxNORM,N/A,203138RxNORM
81074,203148,RxNORM,N/A,203148RxNORM
77996,203153,RxNORM,N/A,203153RxNORM
82913,203164,RxNORM,N/A,203164RxNORM
72999,203171,RxNORM,N/A,203171RxNORM
73042,203172,RxNORM,N/A,203172RxNORM
74821,203175,RxNORM,N/A,203175RxNORM
78386,203183,RxNORM,N/A,203183RxNORM
78468,203184,RxNORM,N/A,203184RxNORM
70035,203189,RxNORM,N/A,203189RxNORM
80368,203192,RxNORM,N/A,203192RxNORM
81732,203195,RxNORM,N/A,203195RxNORM
78200,203212,RxNORM,N/A,203212RxNORM
105232,203218,RxNORM,N/A,203218RxNORM
73450,20450009,"SNOMED CT",N/A,"20450009SNOMED CT"
73240,20767,RxNORM,N/A,20767RxNORM
73265,20791,RxNORM,N/A,20791RxNORM
73301,20863,RxNORM,N/A,20863RxNORM
73312,20877,RxNORM,N/A,20877RxNORM
73498,21212,RxNORM,N/A,21212RxNORM
630,214671,RxNORM,N/A,214671RxNORM
80368,21518006,"SNOMED NP",N/A,"21518006SNOMED NP"
73088,215948,RxNORM,N/A,215948RxNORM
77338,217483,RxNORM,N/A,217483RxNORM
79662,218337,RxNORM,N/A,218337RxNORM
83796,219860,RxNORM,N/A,219860RxNORM
73193,21,"HL-7 CVX",N/A,"21HL-7 CVX"
84460,220087,RxNORM,N/A,220087RxNORM
70057,221052,RxNORM,N/A,221052RxNORM
74121,221085,RxNORM,N/A,221085RxNORM
80195,221128,RxNORM,N/A,221128RxNORM
80699,221129,RxNORM,N/A,221129RxNORM
85501,221176,RxNORM,N/A,221176RxNORM
77064,22242006,"SNOMED NP",N/A,"22242006SNOMED NP"
1108,2226,AMPATH,N/A,2226AMPATH
1131,2227,AMPATH,N/A,2227AMPATH
1108,2228,AMPATH,N/A,2228AMPATH
1108,2229,AMPATH,N/A,2229AMPATH
75948,2230,AMPATH,N/A,2230AMPATH
159851,2231,AMPATH,N/A,2231AMPATH
73087,2231,RxNORM,N/A,2231RxNORM
1447,2251,AMPATH,N/A,2251AMPATH
71184,2252,AMPATH,N/A,2252AMPATH
78056,2254,AMPATH,N/A,2254AMPATH
78743,225852,RxNORM,N/A,225852RxNORM
77029,2258,AMPATH,N/A,2258AMPATH
84239,2269,AMPATH,N/A,2269AMPATH
76553,227224,RxNORM,N/A,227224RxNORM
78765,227227,RxNORM,N/A,227227RxNORM
931,2273,AMPATH,N/A,2273AMPATH
83936,2277,AMPATH,N/A,2277AMPATH
72124,227897,RxNORM,N/A,227897RxNORM
84323,22801004,"SNOMED CT",N/A,"22801004SNOMED CT"
1447,2292,PIH,N/A,2292PIH
72610,23068001,"SNOMED CT",N/A,"23068001SNOMED CT"
74917,23203,RxNORM,N/A,23203RxNORM
73237,2346,RxNORM,N/A,2346RxNORM
77897,234,AMPATH,N/A,234AMPATH
84997,235355,RxNORM,N/A,235355RxNORM
82083,235426,RxNORM,N/A,235426RxNORM
77725,235483,RxNORM,N/A,235483RxNORM
74613,235486,RxNORM,N/A,235486RxNORM
73035,235552,RxNORM,N/A,235552RxNORM
80698,235559,RxNORM,N/A,235559RxNORM
75031,235600,RxNORM,N/A,235600RxNORM
79652,235743,RxNORM,N/A,235743RxNORM
80107,235751,RxNORM,N/A,235751RxNORM
84825,235838,RxNORM,N/A,235838RxNORM
85500,235855,RxNORM,N/A,235855RxNORM
74127,236077,RxNORM,N/A,236077RxNORM
81042,236486,RxNORM,N/A,236486RxNORM
75224,23663,RxNORM,N/A,23663RxNORM
70149,237163,RxNORM,N/A,237163RxNORM
79662,23883005,"SNOMED NP",N/A,"23883005SNOMED NP"
72506,24022008,"SNOMED CT",N/A,"24022008SNOMED CT"
81341,24099007,"SNOMED CT",N/A,"24099007SNOMED CT"
73350,2418,RxNORM,N/A,2418RxNORM
83077,24202000,"SNOMED NP",N/A,"24202000SNOMED NP"
73354,2427,RxNORM,N/A,2427RxNORM
75802,24313,RxNORM,N/A,24313RxNORM
75846,24347,RxNORM,N/A,24347RxNORM
75847,24351,RxNORM,N/A,24351RxNORM
75948,24450004,"SNOMED CT",N/A,"24450004SNOMED CT"
79413,244,AMPATH,N/A,244AMPATH
73498,2459,PIH,N/A,2459PIH
79413,245,AMPATH,N/A,245AMPATH
83352,2460,PIH,N/A,2460PIH
76027,24614,RxNORM,N/A,24614RxNORM
74745,247,AMPATH,N/A,247AMPATH
84222,24809001,"SNOMED NP",N/A,"24809001SNOMED NP"
80650,24869004,"SNOMED NP",N/A,"24869004SNOMED NP"
84053,24891006,"SNOMED CT",N/A,"24891006SNOMED CT"
82899,25013003,"SNOMED NP",N/A,"25013003SNOMED NP"
73006,25033,RxNORM,N/A,25033RxNORM
80637,250,AMPATH,N/A,250AMPATH
76559,25190,RxNORM,N/A,25190RxNORM
79723,251,AMPATH,N/A,251AMPATH
79723,252,AMPATH,N/A,252AMPATH
77423,253174,RxNORM,N/A,253174RxNORM
72155,253337,RxNORM,N/A,253337RxNORM
81703,253453,RxNORM,N/A,253453RxNORM
71867,25419009,"SNOMED CT",N/A,"25419009SNOMED CT"
162489,255809005,"SNOMED CT",N/A,"255809005SNOMED CT"
76734,255,AMPATH,N/A,255AMPATH
76613,257,AMPATH,N/A,257AMPATH
73546,2582,RxNORM,N/A,2582RxNORM
84081,25849001,"SNOMED CT",N/A,"25849001SNOMED CT"
81239,259275,RxNORM,N/A,259275RxNORM
73581,2592,RxNORM,N/A,2592RxNORM
76343,259346,RxNORM,N/A,259346RxNORM
73671,261000,"SNOMED NP",N/A,"261000SNOMED NP"
77038,261716,RxNORM,N/A,261716RxNORM
105281,261,AMPATH,N/A,261AMPATH
73624,2623,RxNORM,N/A,2623RxNORM
73632,2626,RxNORM,N/A,2626RxNORM
75949,26346008,"SNOMED CT",N/A,"26346008SNOMED CT"
77336,26420,RxNORM,N/A,26420RxNORM
78809,26456008,"SNOMED CT",N/A,"26456008SNOMED CT"
79757,267036,RxNORM,N/A,267036RxNORM
73671,2672,RxNORM,N/A,2672RxNORM
84222,267342,RxNORM,N/A,267342RxNORM
72506,267396,RxNORM,N/A,267396RxNORM
71768,267476,RxNORM,N/A,267476RxNORM
450,267,AMPATH,N/A,267AMPATH
73354,26,"HL-7 CVX",N/A,"26HL-7 CVX"
77719,27197,RxNORM,N/A,27197RxNORM
70229,272,RxNORM,N/A,272RxNORM
86663,27479000,"SNOMED CT",N/A,"27479000SNOMED CT"
75628,276237,RxNORM,N/A,276237RxNORM
1447,282448,RxNORM,N/A,282448RxNORM
794,284640,RxNORM,N/A,284640RxNORM
76489,28506006,"SNOMED CT",N/A,"28506006SNOMED CT"
77676,28662003,"SNOMED CT",N/A,"28662003SNOMED CT"
70129,2869004,"SNOMED NP",N/A,"2869004SNOMED NP"
79701,287734,RxNORM,N/A,287734RxNORM
79053,28889,RxNORM,N/A,28889RxNORM
767,29175007,"SNOMED CT",N/A,"29175007SNOMED CT"
77964,29246005,"SNOMED CT",N/A,"29246005SNOMED CT"
162486,29276003,"SNOMED NP",N/A,"29276003SNOMED NP"
74123,3007,RxNORM,N/A,3007RxNORM
81601,30203009,"SNOMED NP",N/A,"30203009SNOMED NP"
80109,30236,RxNORM,N/A,30236RxNORM
74177,3041,RxNORM,N/A,3041RxNORM
75634,3046005,"SNOMED CT",N/A,"3046005SNOMED CT"
74196,3098,RxNORM,N/A,3098RxNORM
74204,3100,RxNORM,N/A,3100RxNORM
74250,3108,RxNORM,N/A,3108RxNORM
79757,31147000,"SNOMED CT",N/A,"31147000SNOMED CT"
5275,312081001,"SNOMED CT",N/A,"312081001SNOMED CT"
76550,3127006,"SNOMED CT",N/A,"3127006SNOMED CT"
72822,312,AMPATH,N/A,312AMPATH
74546,3132,RxNORM,N/A,3132RxNORM
70153,314293,RxNORM,N/A,314293RxNORM
71154,314495,RxNORM,N/A,314495RxNORM
77416,314659,RxNORM,N/A,314659RxNORM
80620,317251,RxNORM,N/A,317251RxNORM
80622,31765,RxNORM,N/A,31765RxNORM
84080,317873006,"SNOMED CT",N/A,"317873006SNOMED CT"
84239,3184,PIH,N/A,3184PIH
76488,31865003,"SNOMED CT",N/A,"31865003SNOMED CT"
84359,319810009,"SNOMED CT",N/A,"319810009SNOMED CT"
80786,31984,RxNORM,N/A,31984RxNORM
79519,319866,RxNORM,N/A,319866RxNORM
71371,319871002,"SNOMED CT",N/A,"319871002SNOMED CT"
73671,320956006,"SNOMED CT",N/A,"320956006SNOMED CT"
76559,321669003,"SNOMED CT",N/A,"321669003SNOMED CT"
77336,321699007,"SNOMED CT",N/A,"321699007SNOMED CT"
84797,322248,RxNORM,N/A,322248RxNORM
81728,323404007,"SNOMED CT",N/A,"323404007SNOMED CT"
104315,323964004,"SNOMED CT",N/A,"323964004SNOMED CT"
630,324859007,"SNOMED CT",N/A,"324859007SNOMED CT"
73284,324906006,"SNOMED CT",N/A,"324906006SNOMED CT"
74917,324937006,"SNOMED CT",N/A,"324937006SNOMED CT"
84105,324951006,"SNOMED CT",N/A,"324951006SNOMED CT"
77029,325238000,"SNOMED CT",N/A,"325238000SNOMED CT"
79652,325271001,"SNOMED CT",N/A,"325271001SNOMED CT"
78130,325330005,"SNOMED CT",N/A,"325330005SNOMED CT"
75802,326122006,"SNOMED CT",N/A,"326122006SNOMED CT"
70129,326289007,"SNOMED CT",N/A,"326289007SNOMED CT"
74657,3274,RxNORM,N/A,3274RxNORM
77780,327529002,"SNOMED CT",N/A,"327529002SNOMED CT"
85501,32792001,"SNOMED NP",N/A,"32792001SNOMED NP"
75976,32800009,"SNOMED NP",N/A,"32800009SNOMED NP"
84058,330879003,"SNOMED CT",N/A,"330879003SNOMED CT"
74715,3310,RxNORM,N/A,3310RxNORM
81834,33199,RxNORM,N/A,33199RxNORM
74741,3320,RxNORM,N/A,3320RxNORM
84053,3321,RxNORM,N/A,3321RxNORM
74745,3322,RxNORM,N/A,3322RxNORM
73546,332356004,"SNOMED CT",N/A,"332356004SNOMED CT"
77064,332445003,"SNOMED CT",N/A,"332445003SNOMED CT"
82370,333339003,"SNOMED CT",N/A,"333339003SNOMED CT"
82215,333598008,"SNOMED CT",N/A,"333598008SNOMED CT"
83050,333606008,"SNOMED CT",N/A,"333606008SNOMED CT"
79549,333661001,"SNOMED CT",N/A,"333661001SNOMED CT"
5261,333680004,"SNOMED NP",N/A,"333680004SNOMED NP"
78349,333697005,"SNOMED NP",N/A,"333697005SNOMED NP"
73042,33440000,"SNOMED CT",N/A,"33440000SNOMED CT"
74807,3364,RxNORM,N/A,3364RxNORM
70125,33664007,"SNOMED CT",N/A,"33664007SNOMED CT"
74860,3407,RxNORM,N/A,3407RxNORM
78305,3428,PIH,N/A,3428PIH
74936,3445,RxNORM,N/A,3445RxNORM
84386,3446,RxNORM,N/A,3446RxNORM
1108,346420002,"SNOMED CT",N/A,"346420002SNOMED CT"
161926,346447007,"SNOMED CT",N/A,"346447007SNOMED CT"
104584,346549007,"SNOMED CT",N/A,"346549007SNOMED CT"
351,346599006,"SNOMED CT",N/A,"346599006SNOMED CT"
1194,346670008,"SNOMED CT",N/A,"346670008SNOMED CT"
768,346671007,"SNOMED CT",N/A,"346671007SNOMED CT"
162481,347379006,"SNOMED CT",N/A,"347379006SNOMED CT"
74975,3478,RxNORM,N/A,3478RxNORM
74860,3488,PIH,N/A,3488PIH
82908,34915005,"SNOMED NP",N/A,"34915005SNOMED NP"
162490,350230008,"SNOMED NP",N/A,"350230008SNOMED NP"
104745,350571001,"SNOMED CT",N/A,"350571001SNOMED CT"
83331,35063004,"SNOMED CT",N/A,"35063004SNOMED CT"
75029,3510,RxNORM,N/A,3510RxNORM
351,351,AMPATH,N/A,351AMPATH
351,351,CIEL,N/A,351CIEL
79523,353929006,"SNOMED CT",N/A,"353929006SNOMED CT"
71184,354049008,"SNOMED CT",N/A,"354049008SNOMED CT"
72063,354053005,"SNOMED CT",N/A,"354053005SNOMED CT"
79726,354064008,"SNOMED CT",N/A,"354064008SNOMED CT"
83274,35406,RxNORM,N/A,35406RxNORM
83322,35465,RxNORM,N/A,35465RxNORM
83405,35636,RxNORM,N/A,35636RxNORM
84583,3565,RxNORM,N/A,3565RxNORM
450,3568,"RxNORM Comb",N/A,"3568RxNORM Comb"
73354,35736007,"SNOMED CT",N/A,"35736007SNOMED CT"
103577,3578,"RxNORM Comb",N/A,"3578RxNORM Comb"
71648,358299,RxNORM,N/A,358299RxNORM
931,361,AMPATH,N/A,361AMPATH
70294,362,RxNORM,N/A,362RxNORM
83774,36345,RxNORM,N/A,36345RxNORM
82522,36391008,"SNOMED CT",N/A,"36391008SNOMED CT"
83936,36567,RxNORM,N/A,36567RxNORM
84041,36676,RxNORM,N/A,36676RxNORM
84112,36726,RxNORM,N/A,36726RxNORM
5278,368441006,"SNOMED CT",N/A,"368441006SNOMED CT"
73035,36893000,"SNOMED NP",N/A,"36893000SNOMED NP"
73546,370443009,"SNOMED CT",N/A,"370443009SNOMED CT"
84460,371400009,"SNOMED NP",N/A,"371400009SNOMED NP"
79247,37400007,"SNOMED CT",N/A,"37400007SNOMED CT"
84867,37859,RxNORM,N/A,37859RxNORM
82743,3814009,"SNOMED CT",N/A,"3814009SNOMED CT"
77897,38268001,"SNOMED CT",N/A,"38268001SNOMED CT"
81042,384973006,"SNOMED NP",N/A,"384973006SNOMED NP"
71138,384976003,"SNOMED NP",N/A,"384976003SNOMED NP"
84797,385556006,"SNOMED NP",N/A,"385556006SNOMED NP"
79409,386012008,"SNOMED CT",N/A,"386012008SNOMED CT"
83563,386013003,"SNOMED CT",N/A,"386013003SNOMED CT"
70039,386835005,"SNOMED NP",N/A,"386835005SNOMED NP"
78200,386881005,"SNOMED NP",N/A,"386881005SNOMED NP"
75106,386918005,"SNOMED NP",N/A,"386918005SNOMED NP"
79620,386922000,"SNOMED NP",N/A,"386922000SNOMED NP"
78677,386926002,"SNOMED NP",N/A,"386926002SNOMED NP"
82384,386989006,"SNOMED NP",N/A,"386989006SNOMED NP"
82083,387035001,"SNOMED NP",N/A,"387035001SNOMED NP"
80945,387048002,"SNOMED NP",N/A,"387048002SNOMED NP"
74807,387105006,"SNOMED NP",N/A,"387105006SNOMED NP"
767,387159009,"SNOMED NP",N/A,"387159009SNOMED NP"
76550,387172005,"SNOMED NP",N/A,"387172005SNOMED NP"
81723,387235007,"SNOMED NP",N/A,"387235007SNOMED NP"
84480,387248006,"SNOMED NP",N/A,"387248006SNOMED NP"
74745,387264003,"SNOMED NP",N/A,"387264003SNOMED NP"
